Plano_de_contas;ID_Movimento;Data;Tipo_Movimento;Categoria;Valor;Cliente
22;1078;2024-02-02 08:26:23.648956;Saída;Imposto; 36.284,27 ;
22;2913;2022-11-22 08:26:23.648956;Saída;Imposto; 30.459,18 ;
31;1086;2024-04-21 08:26:23.648956;Saída;Venda; 17.370,33 ;
22;2231;2024-06-26 08:26:23.648956;Saída;Salário; 16.312,81 ;
11;1754;2023-04-24 08:26:23.648956;Entrada;Serviço; 20.765,59 ;Cliente 2
11;1466;2023-03-30 08:26:23.648956;Entrada;Venda; 5.697,83 ;Cliente 1
31;1395;2024-03-18 08:26:23.648956;Saída;Venda; 39.490,72 ;
11;4382;2023-03-26 08:26:23.648956;Entrada;Serviço; 27.191,07 ;Cliente 2
11;1280;2024-05-04 08:26:23.648956;Entrada;Serviço; 31.108,24 ;Cliente 4
22;4909;2023-07-09 08:26:23.648956;Saída;Imposto; 45.045,51 ;
32;3283;2023-06-23 08:26:23.648956;Saída;Outros; 40.530,27 ;
31;3566;2023-01-01 08:26:23.648956;Saída;Venda; 19.410,07 ;
32;3621;2023-04-01 08:26:23.648956;Saída;Outros; 49.425,58 ;
12;3089;2023-03-19 08:26:23.648956;Entrada;Outros; 1.840,15 ;
33;2212;2024-01-27 08:26:23.648956;Saída;Serviço; 49.489,43 ;
11;2131;2023-08-29 08:26:23.648956;Entrada;Venda; 20.056,82 ;Cliente 2
31;2711;2023-09-06 08:26:23.648956;Saída;Venda; 46.091,13 ;
32;2420;2024-02-17 08:26:23.648956;Saída;Outros; 2.858,90 ;
32;2676;2024-03-22 08:26:23.648956;Saída;Outros; 9.339,05 ;
31;1301;2024-11-01 08:26:23.648956;Saída;Venda; 23.549,83 ;
21;1549;2024-07-26 08:26:23.648956;Saída;Salário; 7.471,87 ;
21;3386;2024-10-01 08:26:23.648956;Saída;Salário; 9.521,43 ;
22;3505;2024-09-02 08:26:23.648956;Saída;Salário; 17.403,09 ;
22;3248;2024-09-07 08:26:23.648956;Saída;Imposto; 30.714,73 ;
33;3357;2023-07-12 08:26:23.648956;Saída;Serviço; 8.981,58 ;
31;1552;2023-05-05 08:26:23.648956;Saída;Venda; 32.522,28 ;
32;4976;2024-10-16 08:26:23.648956;Saída;Outros; 45.018,21 ;
21;4328;2024-03-23 08:26:23.648956;Saída;Salário; 38.496,47 ;
31;3336;2023-11-07 08:26:23.648956;Saída;Venda; 10.323,35 ;
22;4468;2023-12-29 08:26:23.648956;Saída;Imposto; 19.962,08 ;
22;4316;2024-02-08 08:26:23.648956;Saída;Imposto; 38.846,32 ;
22;4092;2023-10-30 08:26:23.648956;Saída;Imposto; 49.648,39 ;
21;2273;2024-03-02 08:26:23.648956;Saída;Salário; 1.319,33 ;
12;4067;2023-06-02 08:26:23.648956;Entrada;Imposto; 45.927,16 ;
22;4573;2023-07-18 08:26:23.648956;Saída;Salário; 306,64 ;
31;3418;2023-07-21 08:26:23.648956;Saída;Venda; 36.456,34 ;
33;3831;2023-09-22 08:26:23.648956;Saída;Serviço; 48.877,38 ;
22;1791;2024-01-25 08:26:23.648956;Saída;Imposto; 8.324,16 ;
22;1446;2023-03-24 08:26:23.648956;Saída;Salário; 2.661,31 ;
12;3102;2024-10-21 08:26:23.648956;Entrada;Outros; 14.931,30 ;
33;4436;2023-02-04 08:26:23.648956;Saída;Serviço; 49.270,38 ;
21;4415;2023-05-27 08:26:23.648956;Saída;Salário; 25.171,34 ;
32;2033;2024-04-25 08:26:23.648956;Saída;Outros; 17.331,51 ;
32;3669;2023-12-29 08:26:23.648956;Saída;Outros; 47.014,52 ;
31;2506;2023-02-24 08:26:23.648956;Saída;Venda; 19.173,74 ;
33;1480;2023-09-29 08:26:23.648956;Saída;Serviço; 47.149,52 ;
33;4945;2024-04-09 08:26:23.648956;Saída;Serviço; 4.748,84 ;
31;2606;2024-07-09 08:26:23.648956;Saída;Venda; 40.471,41 ;
31;2015;2023-05-06 08:26:23.648956;Saída;Venda; 25.295,95 ;
22;4547;2023-11-09 08:26:23.648956;Saída;Imposto; 24.237,05 ;
22;4747;2023-09-28 08:26:23.648956;Saída;Imposto; 20.487,53 ;
32;3771;2023-10-05 08:26:23.648956;Saída;Outros; 15.202,55 ;
12;3369;2023-11-16 08:26:23.648956;Entrada;Outros; 3.091,68 ;
22;1289;2023-05-28 08:26:23.648956;Saída;Imposto; 33.431,60 ;
12;3661;2023-12-28 08:26:23.648956;Entrada;Outros; 24.829,25 ;
33;4425;2023-12-05 08:26:23.648956;Saída;Serviço; 27.626,59 ;
11;1929;2024-09-24 08:26:23.648956;Entrada;Venda; 40.205,92 ;Cliente 4
11;1131;2024-01-01 08:26:23.648956;Entrada;Serviço; 18.745,97 ;Cliente 2
31;1854;2024-03-02 08:26:23.648956;Saída;Venda; 27.475,87 ;
33;1357;2023-02-04 08:26:23.648956;Saída;Serviço; 12.685,15 ;
12;4194;2023-04-29 08:26:23.648956;Entrada;Imposto; 48.825,82 ;
11;1690;2023-02-20 08:26:23.648956;Entrada;Venda; 4.018,30 ;Cliente 4
11;1515;2024-02-06 08:26:23.648956;Entrada;Serviço; 25.586,88 ;Cliente 1
32;1333;2024-04-30 08:26:23.648956;Saída;Outros; 7.439,96 ;
33;2442;2023-04-18 08:26:23.648956;Saída;Serviço; 47.994,83 ;
11;1847;2023-08-29 08:26:23.648956;Entrada;Venda; 15.156,75 ;Cliente 5
12;3987;2024-11-08 08:26:23.648956;Entrada;Imposto; 3.418,62 ;
11;1481;2023-05-20 08:26:23.648956;Entrada;Venda; 29.506,56 ;Cliente 5
12;4102;2022-12-20 08:26:23.648956;Entrada;Imposto; 21.335,11 ;
33;4996;2024-01-21 08:26:23.648956;Saída;Serviço; 13.016,85 ;
22;3697;2024-03-17 08:26:23.648956;Saída;Salário; 16.661,32 ;
11;4851;2024-06-01 08:26:23.648956;Entrada;Venda; 10.276,08 ;Cliente 2
31;4225;2024-07-12 08:26:23.648956;Saída;Venda; 6.083,45 ;
31;2776;2023-10-05 08:26:23.648956;Saída;Venda; 41.505,26 ;
33;2276;2023-01-31 08:26:23.648956;Saída;Serviço; 35.599,23 ;
11;3361;2023-11-07 08:26:23.648956;Entrada;Serviço; 9.594,17 ;Cliente 3
22;1585;2024-01-16 08:26:23.648956;Saída;Salário; 31.992,15 ;
11;2532;2023-09-13 08:26:23.648956;Entrada;Venda; 31.266,26 ;Cliente 3
11;2342;2023-05-07 08:26:23.648956;Entrada;Venda; 26.807,65 ;Cliente 2
33;3144;2023-01-19 08:26:23.648956;Saída;Serviço; 25.865,23 ;
31;2941;2023-03-24 08:26:23.648956;Saída;Venda; 48.342,59 ;
11;1996;2023-04-16 08:26:23.648956;Entrada;Serviço; 49.991,17 ;Cliente 3
12;1203;2023-07-23 08:26:23.648956;Entrada;Imposto; 2.635,66 ;
11;2699;2023-01-19 08:26:23.648956;Entrada;Venda; 29.119,99 ;Cliente 5
32;2208;2023-03-26 08:26:23.648956;Saída;Outros; 19.946,04 ;
32;3937;2024-04-02 08:26:23.648956;Saída;Outros; 11.174,48 ;
22;2452;2023-04-13 08:26:23.648956;Saída;Imposto; 27.548,08 ;
11;2730;2023-09-20 08:26:23.648956;Entrada;Venda; 26.256,67 ;Cliente 4
12;3144;2023-09-16 08:26:23.648956;Entrada;Imposto; 4.862,04 ;
22;3140;2024-05-24 08:26:23.648956;Saída;Imposto; 29.662,60 ;
21;2636;2023-04-20 08:26:23.648956;Saída;Salário; 35.309,00 ;
11;3808;2024-05-01 08:26:23.648956;Entrada;Serviço; 29.728,38 ;Cliente 3
22;3634;2023-06-12 08:26:23.648956;Saída;Imposto; 43.897,64 ;
12;3403;2024-03-19 08:26:23.648956;Entrada;Outros; 369,97 ;
31;3333;2023-02-22 08:26:23.648956;Saída;Venda; 44.618,18 ;
32;2213;2024-01-24 08:26:23.648956;Saída;Outros; 24.819,39 ;
22;4563;2023-03-24 08:26:23.648956;Saída;Salário; 2.608,59 ;
11;1041;2024-01-08 08:26:23.648956;Entrada;Serviço; 21.668,34 ;Cliente 1
11;3007;2024-01-28 08:26:23.648956;Entrada;Serviço; 32.603,22 ;Cliente 3
22;1933;2023-09-23 08:26:23.648956;Saída;Imposto; 1.614,57 ;
32;1703;2023-12-30 08:26:23.648956;Saída;Outros; 130,64 ;
22;2181;2023-03-14 08:26:23.648956;Saída;Salário; 23.188,28 ;
32;4425;2023-01-13 08:26:23.648956;Saída;Outros; 5.144,81 ;
12;3301;2024-07-16 08:26:23.648956;Entrada;Outros; 1.477,26 ;
32;4107;2023-12-04 08:26:23.648956;Saída;Outros; 37.462,60 ;
22;4818;2023-05-09 08:26:23.648956;Saída;Salário; 15.411,82 ;
32;3256;2023-12-15 08:26:23.648956;Saída;Outros; 17.827,96 ;
33;3132;2023-06-30 08:26:23.648956;Saída;Serviço; 8.598,60 ;
33;4105;2023-04-18 08:26:23.648956;Saída;Serviço; 21.022,18 ;
31;1643;2024-01-31 08:26:23.648956;Saída;Venda; 49.593,98 ;
32;3399;2024-09-06 08:26:23.648956;Saída;Outros; 1.244,88 ;
32;4309;2024-09-05 08:26:23.648956;Saída;Outros; 39.860,03 ;
11;2124;2024-02-27 08:26:23.648956;Entrada;Serviço; 2.002,55 ;Cliente 4
32;4016;2023-09-28 08:26:23.648956;Saída;Outros; 607,98 ;
12;4416;2023-03-22 08:26:23.648956;Entrada;Outros; 16.257,19 ;
22;1702;2024-08-01 08:26:23.648956;Saída;Salário; 4.612,85 ;
22;4609;2024-03-01 08:26:23.648956;Saída;Salário; 13.220,94 ;
32;3905;2023-10-13 08:26:23.648956;Saída;Outros; 17.538,74 ;
11;2317;2024-02-26 08:26:23.648956;Entrada;Serviço; 48.528,56 ;Cliente 5
11;2738;2023-05-26 08:26:23.648956;Entrada;Venda; 37.662,09 ;Cliente 3
22;2248;2023-12-25 08:26:23.648956;Saída;Imposto; 23.885,38 ;
33;1707;2023-11-08 08:26:23.648956;Saída;Serviço; 41.887,08 ;
11;4711;2023-03-10 08:26:23.648956;Entrada;Venda; 34.756,03 ;Cliente 4
22;3751;2022-12-20 08:26:23.648956;Saída;Imposto; 48.232,07 ;
11;2749;2023-11-11 08:26:23.648956;Entrada;Venda; 12.983,23 ;Cliente 5
22;2000;2023-12-12 08:26:23.648956;Saída;Imposto; 36.154,04 ;
11;1589;2023-03-20 08:26:23.648956;Entrada;Serviço; 14.963,05 ;Cliente 3
12;1096;2022-12-31 08:26:23.648956;Entrada;Imposto; 11.870,86 ;
32;4690;2023-11-12 08:26:23.648956;Saída;Outros; 37.111,48 ;
12;4077;2023-03-05 08:26:23.648956;Entrada;Outros; 30.327,82 ;
11;3325;2024-03-04 08:26:23.648956;Entrada;Venda; 37.431,50 ;Cliente 2
11;2192;2023-03-17 08:26:23.648956;Entrada;Venda; 28.800,33 ;Cliente 3
33;2165;2023-07-12 08:26:23.648956;Saída;Serviço; 5.484,85 ;
21;1027;2024-04-04 08:26:23.648956;Saída;Salário; 29.766,40 ;
33;1546;2023-05-13 08:26:23.648956;Saída;Serviço; 43.791,53 ;
21;2408;2022-11-12 08:26:23.648956;Saída;Salário; 16.533,20 ;
22;2591;2023-05-17 08:26:23.648956;Saída;Salário; 34.880,67 ;
22;1761;2022-12-09 08:26:23.648956;Saída;Imposto; 48.225,05 ;
12;4116;2024-05-28 08:26:23.648956;Entrada;Outros; 1.073,50 ;
33;1743;2024-03-16 08:26:23.648956;Saída;Serviço; 40.628,88 ;
32;2200;2024-07-26 08:26:23.648956;Saída;Outros; 14.473,56 ;
11;1367;2023-11-10 08:26:23.648956;Entrada;Venda; 43.162,16 ;Cliente 5
22;2331;2024-07-10 08:26:23.648956;Saída;Salário; 34.252,78 ;
22;1827;2024-06-22 08:26:23.648956;Saída;Imposto; 28.278,40 ;
21;1529;2024-05-15 08:26:23.648956;Saída;Salário; 4.395,25 ;
12;1352;2024-01-16 08:26:23.648956;Entrada;Outros; 29.735,71 ;
22;2528;2023-08-26 08:26:23.648956;Saída;Imposto; 20.548,74 ;
22;4808;2023-05-09 08:26:23.648956;Saída;Salário; 40.684,65 ;
11;2803;2024-05-14 08:26:23.648956;Entrada;Venda; 9.043,45 ;Cliente 3
12;2450;2023-02-28 08:26:23.648956;Entrada;Outros; 44.400,50 ;
11;1710;2023-03-07 08:26:23.648956;Entrada;Serviço; 1.397,09 ;Cliente 1
11;4282;2024-03-04 08:26:23.648956;Entrada;Serviço; 31.270,75 ;Cliente 3
21;1801;2023-11-16 08:26:23.648956;Saída;Salário; 34.196,88 ;
11;4123;2024-10-01 08:26:23.648956;Entrada;Venda; 4.370,33 ;Cliente 2
31;3484;2024-08-13 08:26:23.648956;Saída;Venda; 43.909,43 ;
11;4909;2023-11-04 08:26:23.648956;Entrada;Serviço; 17.333,06 ;Cliente 5
11;1081;2024-03-23 08:26:23.648956;Entrada;Serviço; 34.827,41 ;Cliente 2
31;3314;2023-05-19 08:26:23.648956;Saída;Venda; 5.357,18 ;
11;4276;2023-02-27 08:26:23.648956;Entrada;Serviço; 31.208,51 ;Cliente 5
22;1041;2024-05-03 08:26:23.648956;Saída;Imposto; 36.939,25 ;
21;4537;2023-02-25 08:26:23.648956;Saída;Salário; 8.306,39 ;
12;2951;2024-05-24 08:26:23.648956;Entrada;Outros; 8.786,88 ;
31;1259;2024-05-29 08:26:23.648956;Saída;Venda; 8.374,05 ;
21;1744;2022-12-18 08:26:23.648956;Saída;Salário; 41.677,82 ;
32;2250;2023-06-15 08:26:23.648956;Saída;Outros; 748,72 ;
22;4498;2023-07-03 08:26:23.648956;Saída;Salário; 3.459,74 ;
32;2886;2023-01-08 08:26:23.648956;Saída;Outros; 48.247,14 ;
12;3694;2023-02-19 08:26:23.648956;Entrada;Imposto; 40.849,50 ;
11;4904;2023-12-27 08:26:23.648956;Entrada;Serviço; 16.917,73 ;Cliente 1
11;1004;2023-01-06 08:26:23.648956;Entrada;Serviço; 24.150,32 ;Cliente 4
11;1644;2024-02-21 08:26:23.648956;Entrada;Venda; 24.420,13 ;Cliente 2
32;1575;2024-09-03 08:26:23.648956;Saída;Outros; 8.400,87 ;
22;1748;2023-11-29 08:26:23.648956;Saída;Imposto; 18.718,74 ;
32;4520;2024-02-08 08:26:23.648956;Saída;Outros; 39.529,87 ;
33;2507;2024-07-15 08:26:23.648956;Saída;Serviço; 19.533,41 ;
31;2366;2023-01-05 08:26:23.648956;Saída;Venda; 2.956,75 ;
33;3014;2023-02-04 08:26:23.648956;Saída;Serviço; 39.520,93 ;
12;2511;2023-04-10 08:26:23.648956;Entrada;Imposto; 47.397,46 ;
22;3973;2024-06-30 08:26:23.648956;Saída;Salário; 13.485,11 ;
12;1790;2024-07-31 08:26:23.648956;Entrada;Outros; 11.719,90 ;
12;3135;2024-01-10 08:26:23.648956;Entrada;Outros; 30.670,61 ;
31;2329;2023-11-22 08:26:23.648956;Saída;Venda; 1.442,36 ;
31;3842;2024-04-21 08:26:23.648956;Saída;Venda; 7.585,30 ;
22;3166;2023-01-20 08:26:23.648956;Saída;Imposto; 19.477,69 ;
33;2848;2024-08-31 08:26:23.648956;Saída;Serviço; 41.684,61 ;
32;2163;2024-09-16 08:26:23.648956;Saída;Outros; 34.079,44 ;
31;3946;2024-05-01 08:26:23.648956;Saída;Venda; 3.021,57 ;
21;4029;2023-06-02 08:26:23.648956;Saída;Salário; 23.204,09 ;
12;2036;2023-08-10 08:26:23.648956;Entrada;Imposto; 26.725,25 ;
11;3000;2024-09-05 08:26:23.648956;Entrada;Venda; 41.331,38 ;Cliente 5
22;1002;2024-10-14 08:26:23.648956;Saída;Imposto; 6.617,26 ;
11;3139;2024-05-08 08:26:23.648956;Entrada;Venda; 16.804,29 ;Cliente 4
21;1716;2024-05-21 08:26:23.648956;Saída;Salário; 34.005,24 ;
22;1117;2024-10-06 08:26:23.648956;Saída;Salário; 37.714,47 ;
31;3169;2023-01-18 08:26:23.648956;Saída;Venda; 38.993,39 ;
11;3681;2023-09-29 08:26:23.648956;Entrada;Serviço; 40.921,78 ;Cliente 2
32;2769;2023-07-16 08:26:23.648956;Saída;Outros; 7.841,37 ;
32;4107;2023-11-07 08:26:23.648956;Saída;Outros; 22.170,43 ;
22;4712;2024-04-04 08:26:23.648956;Saída;Imposto; 17.822,65 ;
32;2341;2023-09-04 08:26:23.648956;Saída;Outros; 10.305,91 ;
22;4149;2024-08-08 08:26:23.648956;Saída;Imposto; 8.746,41 ;
22;1511;2024-05-01 08:26:23.648956;Saída;Salário; 49.203,92 ;
33;4685;2023-02-15 08:26:23.648956;Saída;Serviço; 32.522,47 ;
12;3450;2022-12-09 08:26:23.648956;Entrada;Imposto; 45.688,13 ;
12;4594;2024-05-15 08:26:23.648956;Entrada;Outros; 49.202,79 ;
33;2299;2023-09-13 08:26:23.648956;Saída;Serviço; 9.340,76 ;
12;2772;2024-11-04 08:26:23.648956;Entrada;Imposto; 5.946,47 ;
33;3715;2023-04-01 08:26:23.648956;Saída;Serviço; 4.337,52 ;
11;1265;2023-10-19 08:26:23.648956;Entrada;Serviço; 28.444,70 ;Cliente 3
32;1624;2024-01-11 08:26:23.648956;Saída;Outros; 18.139,49 ;
22;4494;2024-09-15 08:26:23.648956;Saída;Salário; 6.182,99 ;
31;4962;2023-04-17 08:26:23.648956;Saída;Venda; 26.077,74 ;
11;1780;2024-11-07 08:26:23.648956;Entrada;Serviço; 13.750,81 ;Cliente 1
31;4823;2023-01-26 08:26:23.648956;Saída;Venda; 47.521,47 ;
33;4302;2022-11-15 08:26:23.648956;Saída;Serviço; 14.456,62 ;
12;2521;2023-12-03 08:26:23.648956;Entrada;Outros; 35.315,68 ;
32;1102;2024-10-03 08:26:23.648956;Saída;Outros; 27.350,34 ;
22;1069;2024-03-16 08:26:23.648956;Saída;Imposto; 40.825,42 ;
11;1342;2023-07-20 08:26:23.648956;Entrada;Serviço; 13.955,25 ;Cliente 3
11;1062;2024-06-12 08:26:23.648956;Entrada;Venda; 18.793,44 ;Cliente 4
22;4084;2023-01-16 08:26:23.648956;Saída;Salário; 22.168,14 ;
22;2602;2024-02-03 08:26:23.648956;Saída;Salário; 32.706,47 ;
33;1059;2023-07-18 08:26:23.648956;Saída;Serviço; 20.348,19 ;
31;2920;2024-07-24 08:26:23.648956;Saída;Venda; 27.061,25 ;
33;1497;2024-10-15 08:26:23.648956;Saída;Serviço; 20.813,13 ;
22;4096;2023-08-20 08:26:23.648956;Saída;Salário; 40.277,58 ;
12;1362;2023-06-18 08:26:23.648956;Entrada;Imposto; 4.486,97 ;
22;4805;2023-01-06 08:26:23.648956;Saída;Salário; 37.959,69 ;
21;2500;2023-06-02 08:26:23.648956;Saída;Salário; 35.765,83 ;
22;1992;2023-07-15 08:26:23.648956;Saída;Salário; 37.650,12 ;
12;4204;2023-05-26 08:26:23.648956;Entrada;Outros; 32.426,56 ;
22;2426;2024-03-10 08:26:23.648956;Saída;Imposto; 48.249,81 ;
12;1813;2024-03-25 08:26:23.648956;Entrada;Imposto; 46.118,06 ;
33;1476;2024-01-10 08:26:23.648956;Saída;Serviço; 5.500,98 ;
11;1199;2023-09-26 08:26:23.648956;Entrada;Venda; 962,00 ;Cliente 3
33;1584;2024-05-03 08:26:23.648956;Saída;Serviço; 4.518,78 ;
33;3960;2024-10-06 08:26:23.648956;Saída;Serviço; 402,44 ;
33;2622;2024-10-04 08:26:23.648956;Saída;Serviço; 45.398,10 ;
21;4946;2023-03-19 08:26:23.648956;Saída;Salário; 15.840,65 ;
11;1079;2023-02-01 08:26:23.648956;Entrada;Venda; 12.251,74 ;Cliente 1
33;2919;2024-09-21 08:26:23.648956;Saída;Serviço; 32.389,92 ;
11;3324;2024-01-29 08:26:23.648956;Entrada;Venda; 7.230,23 ;Cliente 5
22;2584;2024-04-20 08:26:23.648956;Saída;Salário; 26.507,21 ;
12;2493;2024-10-10 08:26:23.648956;Entrada;Imposto; 5.004,50 ;
21;2623;2023-05-19 08:26:23.648956;Saída;Salário; 25.129,24 ;
11;1481;2023-02-14 08:26:23.648956;Entrada;Serviço; 8.536,24 ;Cliente 2
21;3370;2024-07-05 08:26:23.648956;Saída;Salário; 37.049,48 ;
21;2584;2023-02-19 08:26:23.648956;Saída;Salário; 13.867,40 ;
21;2754;2024-02-02 08:26:23.648956;Saída;Salário; 4.864,58 ;
12;3187;2023-05-16 08:26:23.648956;Entrada;Outros; 23.488,17 ;
21;3200;2024-07-28 08:26:23.648956;Saída;Salário; 37.267,96 ;
31;3447;2024-09-16 08:26:23.648956;Saída;Venda; 33.770,89 ;
22;3927;2023-11-14 08:26:23.648956;Saída;Imposto; 41.865,10 ;
22;2689;2024-09-26 08:26:23.648956;Saída;Salário; 31.238,47 ;
22;2919;2024-03-16 08:26:23.648956;Saída;Salário; 23.128,66 ;
11;2925;2023-12-29 08:26:23.648956;Entrada;Venda; 2.996,35 ;Cliente 4
11;3582;2024-04-08 08:26:23.648956;Entrada;Venda; 5.479,96 ;Cliente 5
21;1310;2023-03-20 08:26:23.648956;Saída;Salário; 34.508,01 ;
11;3867;2024-02-12 08:26:23.648956;Entrada;Serviço; 41.224,74 ;Cliente 3
12;2186;2023-09-07 08:26:23.648956;Entrada;Imposto; 26.857,50 ;
31;2181;2023-06-21 08:26:23.648956;Saída;Venda; 20.568,03 ;
11;3188;2023-08-27 08:26:23.648956;Entrada;Serviço; 41.303,80 ;Cliente 4
11;3348;2023-11-15 08:26:23.648956;Entrada;Serviço; 10.912,54 ;Cliente 3
11;3874;2024-08-04 08:26:23.648956;Entrada;Serviço; 40.482,79 ;Cliente 3
31;4964;2024-08-13 08:26:23.648956;Saída;Venda; 5.685,54 ;
12;4348;2023-01-10 08:26:23.648956;Entrada;Outros; 26.257,52 ;
11;1319;2022-12-24 08:26:23.648956;Entrada;Venda; 41.882,78 ;Cliente 5
33;1942;2022-11-12 08:26:23.648956;Saída;Serviço; 11.001,35 ;
31;1353;2023-09-10 08:26:23.648956;Saída;Venda; 27.484,94 ;
11;1587;2023-08-27 08:26:23.648956;Entrada;Serviço; 31.328,69 ;Cliente 2
31;1814;2023-07-23 08:26:23.648956;Saída;Venda; 33.861,40 ;
31;3398;2023-04-26 08:26:23.648956;Saída;Venda; 1.857,11 ;
21;2134;2024-07-22 08:26:23.648956;Saída;Salário; 37.313,94 ;
31;3808;2023-03-16 08:26:23.648956;Saída;Venda; 18.282,23 ;
31;2291;2024-03-14 08:26:23.648956;Saída;Venda; 44.227,34 ;
12;4014;2023-08-15 08:26:23.648956;Entrada;Outros; 22.510,83 ;
21;2887;2023-03-28 08:26:23.648956;Saída;Salário; 17.306,18 ;
31;2826;2024-09-23 08:26:23.648956;Saída;Venda; 25.943,89 ;
11;4369;2023-12-15 08:26:23.648956;Entrada;Venda; 16.856,29 ;Cliente 3
12;1149;2024-02-03 08:26:23.648956;Entrada;Imposto; 8.926,24 ;
22;3762;2024-06-26 08:26:23.648956;Saída;Salário; 21.198,53 ;
32;3139;2024-01-21 08:26:23.648956;Saída;Outros; 7.701,50 ;
22;1081;2023-08-10 08:26:23.648956;Saída;Imposto; 34.875,38 ;
11;2510;2023-12-12 08:26:23.648956;Entrada;Serviço; 14.536,00 ;Cliente 4
12;2849;2024-01-18 08:26:23.648956;Entrada;Outros; 42.712,63 ;
33;1390;2023-11-01 08:26:23.648956;Saída;Serviço; 4.334,27 ;
22;3955;2024-06-02 08:26:23.648956;Saída;Salário; 22.869,98 ;
32;1189;2024-08-03 08:26:23.648956;Saída;Outros; 15.419,06 ;
11;1368;2024-02-06 08:26:23.648956;Entrada;Serviço; 31.580,58 ;Cliente 1
22;3013;2023-10-10 08:26:23.648956;Saída;Imposto; 6.419,43 ;
33;4533;2024-01-04 08:26:23.648956;Saída;Serviço; 762,17 ;
22;2902;2024-08-28 08:26:23.648956;Saída;Salário; 18.822,02 ;
33;4731;2022-11-29 08:26:23.648956;Saída;Serviço; 29.164,87 ;
22;1249;2023-09-22 08:26:23.648956;Saída;Imposto; 21.901,87 ;
32;2031;2022-12-05 08:26:23.648956;Saída;Outros; 11.742,58 ;
22;2337;2023-01-28 08:26:23.648956;Saída;Salário; 48.374,50 ;
21;1656;2023-11-02 08:26:23.648956;Saída;Salário; 1.253,98 ;
12;4910;2024-02-18 08:26:23.648956;Entrada;Outros; 11.982,14 ;
31;3216;2023-08-28 08:26:23.648956;Saída;Venda; 37.127,64 ;
11;2999;2023-09-21 08:26:23.648956;Entrada;Serviço; 35.253,03 ;Cliente 4
22;1190;2023-01-24 08:26:23.648956;Saída;Salário; 20.773,68 ;
21;4266;2023-05-30 08:26:23.648956;Saída;Salário; 16.701,99 ;
21;2546;2024-10-05 08:26:23.648956;Saída;Salário; 11.369,79 ;
12;1297;2024-03-26 08:26:23.648956;Entrada;Outros; 10.822,29 ;
11;3472;2023-08-28 08:26:23.648956;Entrada;Venda; 18.396,64 ;Cliente 5
22;3973;2022-11-27 08:26:23.648956;Saída;Imposto; 38.570,86 ;
22;4146;2023-08-22 08:26:23.648956;Saída;Imposto; 22.822,21 ;
22;2354;2023-04-26 08:26:23.648956;Saída;Salário; 36.074,37 ;
22;3719;2023-09-13 08:26:23.648956;Saída;Imposto; 37.987,63 ;
21;4665;2022-12-29 08:26:23.648956;Saída;Salário; 9.774,87 ;
21;2019;2023-03-13 08:26:23.648956;Saída;Salário; 34.966,51 ;
21;3915;2023-06-19 08:26:23.648956;Saída;Salário; 21.130,11 ;
22;2956;2024-03-23 08:26:23.648956;Saída;Salário; 6.717,63 ;
21;2508;2024-11-10 08:26:23.648956;Saída;Salário; 20.541,30 ;
22;4133;2023-07-05 08:26:23.648956;Saída;Imposto; 11.586,40 ;
12;1849;2023-07-28 08:26:23.648956;Entrada;Outros; 19.568,05 ;
33;2905;2024-04-18 08:26:23.648956;Saída;Serviço; 20.836,57 ;
12;1469;2023-07-06 08:26:23.648956;Entrada;Outros; 33.497,00 ;
22;1923;2023-06-02 08:26:23.648956;Saída;Imposto; 17.083,88 ;
21;4353;2023-02-27 08:26:23.648956;Saída;Salário; 9.483,25 ;
11;2967;2023-06-07 08:26:23.648956;Entrada;Serviço; 38.529,65 ;Cliente 2
12;2206;2024-10-27 08:26:23.648956;Entrada;Imposto; 28.474,65 ;
12;4528;2022-11-23 08:26:23.648956;Entrada;Outros; 11.898,18 ;
12;2786;2024-04-22 08:26:23.648956;Entrada;Imposto; 42.021,01 ;
11;4439;2023-02-02 08:26:23.648956;Entrada;Serviço; 32.422,18 ;Cliente 4
11;4529;2024-06-07 08:26:23.648956;Entrada;Serviço; 28.686,54 ;Cliente 1
11;2931;2023-09-20 08:26:23.648956;Entrada;Serviço; 43.549,14 ;Cliente 1
21;3224;2023-03-04 08:26:23.648956;Saída;Salário; 403,87 ;
11;4055;2023-11-11 08:26:23.648956;Entrada;Venda; 26.023,15 ;Cliente 1
11;1604;2023-07-09 08:26:23.648956;Entrada;Serviço; 17.210,22 ;Cliente 2
11;1784;2024-01-18 08:26:23.648956;Entrada;Venda; 27.209,43 ;Cliente 5
11;3288;2023-07-12 08:26:23.648956;Entrada;Serviço; 38.602,18 ;Cliente 3
12;1962;2024-06-10 08:26:23.648956;Entrada;Imposto; 17.205,14 ;
22;2224;2023-07-18 08:26:23.648956;Saída;Imposto; 37.688,08 ;
32;1417;2024-05-12 08:26:23.648956;Saída;Outros; 37.514,64 ;
21;4707;2024-02-13 08:26:23.648956;Saída;Salário; 27.444,06 ;
11;3736;2023-08-30 08:26:23.648956;Entrada;Venda; 49.210,69 ;Cliente 2
32;1398;2022-12-28 08:26:23.648956;Saída;Outros; 14.279,92 ;
22;2704;2023-02-10 08:26:23.648956;Saída;Salário; 38.211,95 ;
21;2345;2023-10-24 08:26:23.648956;Saída;Salário; 24.241,18 ;
